Simulation Time,used STY,used MDO
35476.8,0.0257061,0.00159436
35481.1,0.0257089,0.00159456
35485.6,0.0257117,0.00159477
35490,0.0257145,0.00159497
35494.4,0.0257172,0.00159517
35498.9,0.02572,0.00159537
35503.3,0.0257228,0.00159557
35507.9,0.0257256,0.00159578
35512.4,0.0257284,0.00159598
35516.8,0.0257311,0.00159618
35521.2,0.0257339,0.00159639
35525.8,0.0257367,0.00159659
35530.2,0.0257395,0.0015968
35534.7,0.0257423,0.001597
35539.1,0.025745,0.0015972
35543.5,0.0257478,0.00159741
35547.9,0.0257506,0.00159761
35552.3,0.0257534,0.00159782
35556.7,0.0257562,0.00159802
35561.2,0.025759,0.00159822
35565.7,0.0257617,0.00159842
35570.2,0.0257645,0.00159862
35574.6,0.0257673,0.00159883
35579,0.0257701,0.00159903
35583.4,0.0257729,0.00159923
35587.8,0.0257756,0.00159944
35592.2,0.0257784,0.00159964
35596.7,0.0257812,0.00159984
35601.1,0.025784,0.00160004
35605.6,0.0257868,0.00160025
35610.1,0.0257896,0.00160045
35614.5,0.0257924,0.00160065
35619,0.0257951,0.00160086
35623.4,0.0257979,0.00160106
35627.9,0.0258007,0.00160126
35632.4,0.0258035,0.00160146
35636.8,0.0258063,0.00160167
35641.2,0.025809,0.00160187
35645.7,0.0258118,0.00160207
35650,0.0258146,0.00160228
35654.6,0.0258174,0.00160248
35659,0.0258202,0.00160268
35663.4,0.0258229,0.00160289
35667.9,0.0258257,0.00160309
35672.3,0.0258285,0.00160329
35676.7,0.0258313,0.0016035
35681.1,0.0258341,0.0016037
35685.5,0.0258369,0.0016039
35689.9,0.0258396,0.00160411
35694.4,0.0258424,0.00160431
35698.8,0.0258452,0.00160451
35703.4,0.025848,0.00160471
35707.8,0.0258508,0.00160492
35712.2,0.0258535,0.00160512
35716.7,0.0258563,0.00160532
35721.1,0.0258591,0.00160553
35725.6,0.0258619,0.00160573
35729.9,0.0258647,0.00160593
35734.4,0.0258674,0.00160614
35738.8,0.0258702,0.00160634
35743.2,0.025873,0.00160655
35747.7,0.0258758,0.00160675
35752.1,0.0258786,0.00160695
35756.6,0.0258813,0.00160715
35761,0.0258841,0.00160736
35765.4,0.0258869,0.00160757
35769.9,0.0258897,0.00160777
35774.5,0.0258925,0.00160798
35778.9,0.0258952,0.00160818
35783.3,0.025898,0.00160839
35787.7,0.0259008,0.00160859
35792.3,0.0259036,0.0016088
35796.6,0.0259064,0.001609
35801,0.0259092,0.0016092
35805.4,0.0259119,0.0016094
35809.9,0.0259147,0.00160961
35814.3,0.0259175,0.00160982
35818.8,0.0259203,0.00161002
35823.2,0.025923,0.00161022
35827.7,0.0259258,0.00161042
35832.1,0.0259286,0.00161062
35836.5,0.0259314,0.00161082
35840.8,0.0259342,0.00161103
35845.3,0.025937,0.00161123
35849.8,0.0259397,0.00161144
35854.2,0.0259425,0.00161164
35858.6,0.0259453,0.00161184
35863,0.0259481,0.00161205
35867.4,0.0259509,0.00161225
35871.8,0.0259537,0.00161245
35876.3,0.0259564,0.00161265
35880.8,0.0259592,0.00161285
35885.3,0.025962,0.00161306
35889.8,0.0259648,0.00161326
35894.1,0.0259676,0.00161346
35898.4,0.0259703,0.00161367
35902.9,0.0259731,0.00161387
35907.2,0.0259759,0.00161408
35911.7,0.0259787,0.00161429
35916.2,0.0259815,0.00161449
35920.7,0.0259842,0.0016147
35925,0.025987,0.0016149
35929.4,0.0259898,0.0016151
35933.9,0.0259926,0.00161531
35938.4,0.0259953,0.00161551
35942.9,0.0259981,0.00161572
35947.3,0.0260009,0.00161592
35951.7,0.0260037,0.00161613
35956.1,0.0260065,0.00161634
35960.5,0.0260092,0.00161654
35965,0.026012,0.00161674
35969.5,0.0260148,0.00161695
35973.9,0.0260176,0.00161715
35978.4,0.0260204,0.00161735
35982.8,0.0260232,0.00161756
35987.3,0.0260259,0.00161776
35991.7,0.0260287,0.00161796
35996.2,0.0260315,0.00161817
36000.6,0.0260343,0.00161837
36005.1,0.0260371,0.00161857
36009.7,0.0260398,0.00161878
36014.1,0.0260426,0.00161898
36018.6,0.0260454,0.00161918
36023,0.0260482,0.00161939
36027.4,0.026051,0.00161959
36031.8,0.0260537,0.0016198
36036.2,0.0260565,0.00162
36040.7,0.0260593,0.0016202
36045.1,0.0260621,0.0016204
36049.6,0.0260649,0.0016206
36054.2,0.0260677,0.00162081
36058.6,0.0260704,0.00162102
36063.1,0.0260732,0.00162122
36067.5,0.026076,0.00162143
36072,0.0260788,0.00162163
36076.4,0.0260816,0.00162184
36080.9,0.0260843,0.00162204
36085.4,0.0260871,0.00162224
36089.9,0.0260899,0.00162245
36094.3,0.0260927,0.00162265
36098.7,0.0260955,0.00162286
36103,0.0260982,0.00162306
36107.5,0.026101,0.00162326
36111.9,0.0261038,0.00162347
36116.4,0.0261066,0.00162367
36120.8,0.0261094,0.00162388
36125.3,0.0261121,0.00162408
36129.7,0.0261149,0.00162429
36134.2,0.0261177,0.00162449
36138.7,0.0261205,0.00162469
36143.1,0.0261233,0.0016249
36147.6,0.026126,0.0016251
36152,0.0261288,0.00162531
36156.5,0.0261316,0.00162551
36161,0.0261344,0.00162571
36165.6,0.0261372,0.00162592
36170,0.0261399,0.00162612
36174.4,0.0261427,0.00162633
36178.9,0.0261455,0.00162654
36183.3,0.0261483,0.00162675
36187.8,0.0261511,0.00162694
36192.3,0.0261538,0.00162715
36196.8,0.0261566,0.00162736
36201.2,0.0261594,0.00162756
36205.6,0.0261622,0.00162777
36210.1,0.0261649,0.00162797
36214.6,0.0261677,0.00162818
36219,0.0261705,0.00162838
36223.4,0.0261733,0.00162859
36227.8,0.0261761,0.00162879
36232.1,0.0261788,0.001629
36236.6,0.0261816,0.00162921
36241,0.0261844,0.00162941
36245.5,0.0261872,0.00162961
36250,0.02619,0.00162982
36254.5,0.0261927,0.00163002
36258.9,0.0261955,0.00163023
36263.4,0.0261983,0.00163042
36267.8,0.0262011,0.00163063
36272.3,0.0262039,0.00163083
36276.8,0.0262066,0.00163104
36281.2,0.0262094,0.00163124
36285.6,0.0262122,0.00163144
36290.1,0.026215,0.00163165
36294.7,0.0262178,0.00163185
36299.2,0.0262205,0.00163205
36303.6,0.0262233,0.00163226
36308.1,0.0262261,0.00163246
36312.5,0.0262289,0.00163267
36317,0.0262317,0.00163287
36321.5,0.0262344,0.00163307
36325.9,0.0262372,0.00163328
36330.3,0.02624,0.00163348
36334.8,0.0262428,0.00163368
36339.2,0.0262456,0.00163389
36343.7,0.0262483,0.00163409
36348.1,0.0262511,0.00163429
36352.6,0.0262539,0.0016345
36357,0.0262567,0.00163471
36361.3,0.0262595,0.00163491
36365.7,0.0262622,0.00163512
36370.1,0.026265,0.00163532
36374.5,0.0262678,0.00163553
36379.1,0.0262706,0.00163573
36383.4,0.0262734,0.00163593
36387.9,0.0262761,0.00163614
36392.4,0.0262789,0.00163635
36396.8,0.0262817,0.00163655
36401.3,0.0262845,0.00163676
36405.7,0.0262873,0.00163696
36410.2,0.02629,0.00163717
36414.7,0.0262928,0.00163737
36419.2,0.0262956,0.00163757
36423.7,0.0262984,0.00163778
36428.1,0.0263012,0.00163798
36432.6,0.0263039,0.00163818
36437.2,0.0263067,0.00163839
36441.5,0.0263095,0.00163859
36445.8,0.0263123,0.00163879
36450.3,0.0263151,0.001639
36454.7,0.0263178,0.00163921
36459.1,0.0263206,0.00163941
36463.6,0.0263234,0.00163961
36468.1,0.0263262,0.00163982
36472.6,0.026329,0.00164002
36477,0.0263317,0.00164023
36481.4,0.0263345,0.00164043
36485.8,0.0263373,0.00164063
36490.4,0.0263401,0.00164084
36494.7,0.0263429,0.00164104
36499.2,0.0263456,0.00164124
36503.7,0.0263484,0.00164145
36508.1,0.0263512,0.00164165
36512.5,0.026354,0.00164186
36517,0.0263567,0.00164206
36521.4,0.0263595,0.00164227
36525.9,0.0263623,0.00164248
36530.3,0.0263651,0.00164268
36534.8,0.0263679,0.00164288
36539.4,0.0263706,0.00164309
36543.8,0.0263734,0.0016433
36548.3,0.0263762,0.0016435
36552.8,0.026379,0.0016437
36557.3,0.0263818,0.00164391
36561.6,0.0263845,0.00164412
36566,0.0263873,0.00164432
36570.5,0.0263901,0.00164453
36574.9,0.0263929,0.00164473
36579.4,0.0263957,0.00164494
36583.8,0.0263984,0.00164514
36588.3,0.0264012,0.00164534
36592.7,0.026404,0.00164555
36597.1,0.0264068,0.00164575
36601.5,0.0264096,0.00164596
36605.9,0.0264123,0.00164616
36610.4,0.0264151,0.00164637
36614.8,0.0264179,0.00164657
36619.3,0.0264207,0.00164677
36623.7,0.0264235,0.00164698
36628.3,0.0264262,0.00164718
36632.8,0.026429,0.00164739
36637.2,0.0264318,0.0016476
36641.5,0.0264346,0.0016478
36646.1,0.0264373,0.00164801
36650.6,0.0264401,0.00164821
36655.1,0.0264429,0.00164841
36659.5,0.0264457,0.00164862
36664,0.0264485,0.00164882
36668.4,0.0264512,0.00164902
36672.9,0.026454,0.00164922
36677.4,0.0264568,0.00164943
36681.8,0.0264596,0.00164963
36686.4,0.0264624,0.00164984
36690.9,0.0264651,0.00165004
36695.5,0.0264679,0.00165024
36700,0.0264707,0.00165045
36704.5,0.0264735,0.00165065
36709,0.0264763,0.00165086
36713.5,0.026479,0.00165106
36717.9,0.0264818,0.00165127
36722.3,0.0264846,0.00165148
36726.8,0.0264874,0.00165168
36731.3,0.0264901,0.00165189
36735.8,0.0264929,0.0016521
36740.4,0.0264957,0.0016523
36744.9,0.0264985,0.00165251
36749.5,0.0265012,0.00165271
36753.9,0.026504,0.00165292
36758.4,0.0265068,0.00165312
36762.8,0.0265096,0.00165333
36767.3,0.0265124,0.00165353
36771.8,0.0265151,0.00165374
36776.3,0.0265179,0.00165395
36780.7,0.0265207,0.00165415
36785.2,0.0265235,0.00165435
36789.7,0.0265262,0.00165456
36794.2,0.026529,0.00165476
36798.6,0.0265318,0.00165497
36803,0.0265346,0.00165517
36807.4,0.0265374,0.00165538
36811.9,0.0265401,0.00165559
36816.4,0.0265429,0.00165579
36820.9,0.0265457,0.001656
36825.4,0.0265485,0.00165621
36829.9,0.0265512,0.00165641
36834.3,0.026554,0.00165662
36838.7,0.0265568,0.00165682
36843.4,0.0265596,0.00165703
36847.8,0.0265624,0.00165723
36852.2,0.0265651,0.00165744
36856.6,0.0265679,0.00165765
36861.1,0.0265707,0.00165785
36865.5,0.0265735,0.00165806
36869.9,0.0265762,0.00165826
36874.3,0.026579,0.00165847
36878.8,0.0265818,0.00165868
36883.3,0.0265846,0.00165888
36887.8,0.0265874,0.00165908
36892.4,0.0265901,0.00165929
36896.8,0.0265929,0.00165949
36901.2,0.0265957,0.0016597
36905.7,0.0265985,0.0016599
36910.3,0.0266013,0.00166011
36914.8,0.026604,0.00166031
36919.2,0.0266068,0.00166052
36923.7,0.0266096,0.00166072
36928.2,0.0266124,0.00166093
36932.7,0.0266151,0.00166114
36937.2,0.0266179,0.00166134
36941.6,0.0266207,0.00166155
36946,0.0266235,0.00166175
36950.5,0.0266263,0.00166196
36954.9,0.026629,0.00166216
36959.4,0.0266318,0.00166237
36963.8,0.0266346,0.00166258
36968.3,0.0266374,0.00166278
36972.7,0.0266401,0.00166299
36977.1,0.0266429,0.00166319
36981.5,0.0266457,0.0016634
36986,0.0266485,0.0016636
36990.4,0.0266512,0.00166381
36994.9,0.026654,0.00166401
36999.3,0.0266568,0.00166422
37003.8,0.0266596,0.00166442
37008.2,0.0266624,0.00166463
37012.6,0.0266651,0.00166484
37017.1,0.0266679,0.00166505
37021.6,0.0266707,0.00166525
37026.1,0.0266735,0.00166546
37030.7,0.0266762,0.00166566
37035.1,0.026679,0.00166587
37039.5,0.0266818,0.00166608
37043.9,0.0266846,0.00166628
37048.4,0.0266873,0.00166649
37052.8,0.0266901,0.00166669
37057.3,0.0266929,0.0016669
37062,0.0266957,0.00166711
37066.5,0.0266985,0.00166731
37070.9,0.0267012,0.00166752
37075.4,0.026704,0.00166772
37079.9,0.0267068,0.00166793
37084.4,0.0267096,0.00166813
37088.8,0.0267123,0.00166834
37093.3,0.0267151,0.00166854
37097.7,0.0267179,0.00166875
37102,0.0267207,0.00166895
37106.6,0.0267235,0.00166915
37111.1,0.0267262,0.00166936
37115.5,0.026729,0.00166957
37120,0.0267318,0.00166978
37124.5,0.0267346,0.00166998
37129,0.0267373,0.00167019
37133.5,0.0267401,0.00167039
37138.2,0.0267429,0.0016706
37142.6,0.0267457,0.0016708
37147,0.0267484,0.00167101
37151.6,0.0267512,0.00167122
37156.2,0.026754,0.00167142
37160.6,0.0267568,0.00167163
37165.1,0.0267595,0.00167184
37169.7,0.0267623,0.00167204
37174.3,0.0267651,0.00167225
37178.8,0.0267679,0.00167245
37183.3,0.0267707,0.00167265
37187.8,0.0267734,0.00167286
37192.3,0.0267762,0.00167306
37196.7,0.026779,0.00167327
37201.2,0.0267818,0.00167348
37205.8,0.0267845,0.00167369
37210.2,0.0267873,0.0016739
37214.7,0.0267901,0.0016741
37219.2,0.0267929,0.00167431
37223.7,0.0267956,0.00167451
37228.2,0.0267984,0.00167472
37232.6,0.0268012,0.00167492
37237.1,0.026804,0.00167513
37241.6,0.0268068,0.00167534
37246,0.0268095,0.00167554
37250.5,0.0268123,0.00167575
37255,0.0268151,0.00167595
37259.3,0.0268179,0.00167616
37263.9,0.0268206,0.00167636
37268.3,0.0268234,0.00167657
37272.8,0.0268262,0.00167677
37277.3,0.026829,0.00167698
37281.7,0.0268318,0.00167719
37286.1,0.0268345,0.00167739
37290.7,0.0268373,0.0016776
37295.3,0.0268401,0.0016778
37299.7,0.0268429,0.00167801
37304.1,0.0268456,0.00167822
37308.7,0.0268484,0.00167843
37313.1,0.0268512,0.00167863
37317.5,0.026854,0.00167883
37322,0.0268567,0.00167904
37326.4,0.0268595,0.00167924
37330.9,0.0268623,0.00167945
37335.4,0.0268651,0.00167965
37339.9,0.0268679,0.00167986
37344.4,0.0268706,0.00168006
37348.9,0.0268734,0.00168027
37353.5,0.0268762,0.00168048
37357.9,0.0268789,0.00168068
37362.4,0.0268817,0.00168089
37367,0.0268845,0.0016811
37371.4,0.0268873,0.00168131
37375.9,0.0268901,0.00168151
37380.4,0.0268928,0.00168172
37385,0.0268956,0.00168192
37389.5,0.0268984,0.00168213
37393.9,0.0269012,0.00168234
37398.4,0.0269039,0.00168254
37402.9,0.0269067,0.00168274
37407.4,0.0269095,0.00168295
37412,0.0269123,0.00168315
37416.4,0.0269151,0.00168336
37420.9,0.0269178,0.00168357
37425.5,0.0269206,0.00168377
37430,0.0269234,0.00168398
37434.3,0.0269262,0.00168419
37438.9,0.0269289,0.00168439
37443.4,0.0269317,0.0016846
37447.9,0.0269345,0.00168481
37452.3,0.0269373,0.00168502
37456.8,0.02694,0.00168522
37461.3,0.0269428,0.00168542
37465.8,0.0269456,0.00168563
37470.3,0.0269484,0.00168584
37474.9,0.0269511,0.00168605
37479.4,0.0269539,0.00168625
37483.9,0.0269567,0.00168646
37488.3,0.0269595,0.00168667
37492.8,0.0269622,0.00168688
37497.2,0.026965,0.00168709
37501.7,0.0269678,0.00168729
37506.2,0.0269706,0.00168749
37510.8,0.0269733,0.0016877
37515.3,0.0269761,0.0016879
37519.8,0.0269789,0.00168811
37524.2,0.0269817,0.00168831
37528.7,0.0269845,0.00168852
37533.3,0.0269872,0.00168873
37537.7,0.02699,0.00168893
37542.1,0.0269928,0.00168914
37546.6,0.0269956,0.00168935
37551.1,0.0269983,0.00168955
37555.5,0.0270011,0.00168976
37560.1,0.0270039,0.00168997
37564.6,0.0270067,0.00169017
37569,0.0270094,0.00169038
37573.5,0.0270122,0.00169058
37578,0.027015,0.00169078
37582.5,0.0270178,0.00169098
37587,0.0270206,0.00169119
37591.6,0.0270233,0.0016914
37596.1,0.0270261,0.0016916
37600.5,0.0270289,0.0016918
37605,0.0270317,0.00169201
37609.7,0.0270345,0.00169222
37614.1,0.0270372,0.00169242
37618.6,0.02704,0.00169263
37623.2,0.0270428,0.00169284
37627.5,0.0270456,0.00169304
37632.1,0.0270483,0.00169325
37636.5,0.0270511,0.00169346
37641,0.0270539,0.00169366
37645.5,0.0270567,0.00169387
37650,0.0270594,0.00169407
37654.5,0.0270622,0.00169428
37659,0.027065,0.00169449
37663.5,0.0270678,0.00169469
37667.9,0.0270705,0.00169489
37672.4,0.0270733,0.0016951
37676.9,0.0270761,0.0016953
37681.3,0.0270789,0.00169551
37685.8,0.0270817,0.00169571
37690.3,0.0270844,0.00169592
37694.8,0.0270872,0.00169612
37699.3,0.02709,0.00169633
37703.8,0.0270928,0.00169653
37708.4,0.0270955,0.00169674
37713,0.0270983,0.00169695
37717.5,0.0271011,0.00169715
37721.9,0.0271039,0.00169736
37726.4,0.0271066,0.00169757
37730.9,0.0271094,0.00169777
37735.5,0.0271122,0.00169798
37740,0.027115,0.00169819
37744.4,0.0271177,0.00169839
37748.9,0.0271205,0.0016986
37753.4,0.0271233,0.00169881
37758.1,0.0271261,0.00169902
37762.5,0.0271288,0.00169922
37767,0.0271316,0.00169943
37771.5,0.0271344,0.00169964
37776,0.0271372,0.00169984
37780.4,0.0271399,0.00170005
37784.9,0.0271427,0.00170026
37789.5,0.0271455,0.00170047
37793.9,0.0271483,0.00170068
37798.5,0.027151,0.00170088
37803.1,0.0271538,0.00170109
37807.6,0.0271566,0.00170129
37812.1,0.0271594,0.0017015
37816.7,0.0271621,0.0017017
37821.1,0.0271649,0.00170191
37825.6,0.0271677,0.00170211
37830.1,0.0271705,0.00170232
37834.6,0.0271732,0.00170253
37839.1,0.027176,0.00170273
37843.6,0.0271788,0.00170294
37848.2,0.0271816,0.00170315
37852.7,0.0271843,0.00170336
37857.2,0.0271871,0.00170357
37861.8,0.0271899,0.00170377
37866.4,0.0271927,0.00170398
37870.9,0.0271954,0.00170419
37875.5,0.0271982,0.00170439
37880,0.027201,0.0017046
37884.5,0.0272038,0.0017048
37889,0.0272065,0.00170501
37893.5,0.0272093,0.00170521
37897.9,0.0272121,0.00170542
37902.5,0.0272149,0.00170563
37907,0.0272176,0.00170583
37911.5,0.0272204,0.00170604
37916.2,0.0272232,0.00170624
37920.7,0.027226,0.00170645
37925.1,0.0272287,0.00170665
37929.7,0.0272315,0.00170687
37934.3,0.0272343,0.00170707
37938.8,0.0272371,0.00170728
37943.4,0.0272398,0.00170749
37947.9,0.0272426,0.00170769
37952.4,0.0272454,0.0017079
37956.9,0.0272482,0.0017081
37961.3,0.0272509,0.00170831
37965.9,0.0272537,0.00170852
37970.3,0.0272565,0.00170872
37974.8,0.0272593,0.00170893
37979.4,0.027262,0.00170914
37983.8,0.0272648,0.00170935
37988.2,0.0272676,0.00170956
37992.7,0.0272704,0.00170977
37997.1,0.0272731,0.00170997
38001.6,0.0272759,0.00171018
38006,0.0272787,0.00171039
38010.4,0.0272815,0.0017106
38014.9,0.0272842,0.0017108
38019.4,0.027287,0.00171101
38023.8,0.0272898,0.00171122
38028.3,0.0272925,0.00171143
38032.8,0.0272953,0.00171164
38037.3,0.0272981,0.00171184
38041.8,0.0273009,0.00171205
38046.3,0.0273037,0.00171225
38050.8,0.0273064,0.00171246
38055.2,0.0273092,0.00171267
38059.7,0.027312,0.00171288
38064.2,0.0273148,0.00171308
38068.7,0.0273175,0.00171329
38073.3,0.0273203,0.0017135
38077.8,0.0273231,0.0017137
38082.4,0.0273258,0.00171391
38087,0.0273286,0.00171412
38091.5,0.0273314,0.00171432
38096,0.0273342,0.00171454
38100.3,0.0273369,0.00171474
38104.9,0.0273397,0.00171495
38109.4,0.0273425,0.00171516
38113.9,0.0273452,0.00171537
38118.4,0.027348,0.00171558
38122.9,0.0273508,0.00171578
38127.4,0.0273536,0.00171599
38131.9,0.0273563,0.00171619
38136.5,0.0273591,0.0017164
38141.1,0.0273619,0.00171661
38145.5,0.0273647,0.00171682
38150.1,0.0273674,0.00171702
38154.6,0.0273702,0.00171723
38159.1,0.027373,0.00171744
38163.6,0.0273758,0.00171764
38168.1,0.0273785,0.00171785
38172.7,0.0273813,0.00171806
38177.2,0.0273841,0.00171826
38181.7,0.0273869,0.00171847
38186.3,0.0273896,0.00171867
38190.8,0.0273924,0.00171888
38195.4,0.0273952,0.00171909
38199.9,0.027398,0.00171929
38204.4,0.0274007,0.0017195
38208.9,0.0274035,0.00171971
38213.4,0.0274063,0.00171992
38217.9,0.0274091,0.00172012
38222.3,0.0274118,0.00172033
38226.7,0.0274146,0.00172053
38231.2,0.0274174,0.00172074
38235.7,0.0274202,0.00172094
38240.2,0.0274229,0.00172115
38244.8,0.0274257,0.00172136
38249.2,0.0274285,0.00172157
38253.7,0.0274313,0.00172177
38258.3,0.027434,0.00172198
38262.8,0.0274368,0.00172219
38267.2,0.0274396,0.0017224
38271.7,0.0274424,0.0017226
38276.2,0.0274451,0.00172281
38280.6,0.0274479,0.00172302
38285.1,0.0274507,0.00172322
38289.7,0.0274535,0.00172343
38294.2,0.0274562,0.00172364
38298.7,0.027459,0.00172384
38303.3,0.0274618,0.00172405
38307.8,0.0274646,0.00172425
38312.4,0.0274673,0.00172447
38316.9,0.0274701,0.00172467
38321.4,0.0274729,0.00172488
38326,0.0274757,0.00172509
38330.5,0.0274784,0.00172529
38335,0.0274812,0.0017255
38339.4,0.027484,0.00172571
38343.9,0.0274868,0.00172592
38348.4,0.0274895,0.00172612
38352.9,0.0274923,0.00172633
38357.3,0.0274951,0.00172654
38361.8,0.0274978,0.00172675
38366.3,0.0275006,0.00172696
38370.8,0.0275034,0.00172716
38375.3,0.0275062,0.00172737
38379.8,0.027509,0.00172757
38384.3,0.0275117,0.00172778
38388.7,0.0275145,0.00172798
38393.3,0.0275173,0.00172819
38397.8,0.0275201,0.0017284
38402.3,0.0275228,0.00172861
38406.9,0.0275256,0.00172882
38411.3,0.0275284,0.00172902
38415.9,0.0275311,0.00172923
38420.4,0.0275339,0.00172944
38425,0.0275367,0.00172965
38429.5,0.0275395,0.00172985
38434,0.0275422,0.00173006
38438.4,0.027545,0.00173027
38442.9,0.0275478,0.00173048
38447.4,0.0275506,0.00173069
38451.9,0.0275533,0.00173089
38456.5,0.0275561,0.0017311
38461.1,0.0275589,0.0017313
38465.7,0.0275617,0.00173151
38470.2,0.0275644,0.00173172
38474.8,0.0275672,0.00173193
38479.4,0.02757,0.00173214
38483.9,0.0275727,0.00173234
38488.4,0.0275755,0.00173255
38492.9,0.0275783,0.00173276
38497.4,0.0275811,0.00173297
38502,0.0275838,0.00173317
38506.5,0.0275866,0.00173338
38510.9,0.0275894,0.00173359
38515.4,0.0275922,0.0017338
38519.9,0.0275949,0.00173401
38524.4,0.0275977,0.00173422
38528.9,0.0276005,0.00173443
38533.4,0.0276032,0.00173464
38538.1,0.027606,0.00173485
38542.6,0.0276088,0.00173505
38547.1,0.0276116,0.00173526
38551.6,0.0276143,0.00173548
38556.2,0.0276171,0.00173569
38560.7,0.0276199,0.0017359
38565.3,0.0276226,0.00173611
38569.7,0.0276254,0.00173632
38574.2,0.0276282,0.00173652
38578.8,0.027631,0.00173673
38583.3,0.0276337,0.00173694
38587.9,0.0276365,0.00173715
38592.3,0.0276393,0.00173736
38596.9,0.027642,0.00173757
38601.4,0.0276448,0.00173778
38606,0.0276476,0.00173799
38610.5,0.0276504,0.0017382
38615,0.0276531,0.00173841
38619.5,0.0276559,0.00173862
38624.1,0.0276587,0.00173882
38628.7,0.0276615,0.00173903
38633.1,0.0276642,0.00173924
38637.7,0.027667,0.00173945
38642.1,0.0276698,0.00173965
38646.7,0.0276726,0.00173986
38651.3,0.0276753,0.00174007
38655.8,0.0276781,0.00174028
38660.3,0.0276809,0.00174049
38665,0.0276837,0.00174069
38669.6,0.0276864,0.0017409
38674.1,0.0276892,0.00174111
38678.6,0.027692,0.00174132
38683.1,0.0276947,0.00174153
38687.6,0.0276975,0.00174174
38692.2,0.0277003,0.00174194
38696.7,0.0277031,0.00174215
38701.1,0.0277058,0.00174236
38705.6,0.0277086,0.00174257
38710.2,0.0277114,0.00174277
38714.7,0.0277142,0.00174299
38719.2,0.0277169,0.0017432
38723.8,0.0277197,0.00174341
38728.4,0.0277225,0.00174362
38732.9,0.0277252,0.00174382
38737.5,0.027728,0.00174404
38742,0.0277308,0.00174424
38746.5,0.0277336,0.00174445
38751,0.0277363,0.00174466
38755.5,0.0277391,0.00174487
38760.1,0.0277419,0.00174508
38764.7,0.0277446,0.00174529
38769.3,0.0277474,0.00174549
38773.8,0.0277502,0.0017457
38778.4,0.027753,0.00174591
38782.9,0.0277557,0.00174612
38787.4,0.0277585,0.00174633
38791.9,0.0277613,0.00174654
38796.4,0.0277641,0.00174674
38801,0.0277668,0.00174695
38805.5,0.0277696,0.00174716
38810,0.0277724,0.00174737
38814.6,0.0277751,0.00174758
38819.2,0.0277779,0.00174779
38823.7,0.0277807,0.001748
38828.2,0.0277835,0.00174821
38832.8,0.0277862,0.00174842
38837.3,0.027789,0.00174863
38841.8,0.0277918,0.00174884
38846.4,0.0277945,0.00174906
38851,0.0277973,0.00174926
38855.5,0.0278001,0.00174947
38860.1,0.0278029,0.00174968
38864.6,0.0278056,0.00174989
38869.1,0.0278084,0.0017501
38873.6,0.0278112,0.00175031
38878.1,0.0278139,0.00175052
38882.6,0.0278167,0.00175073
38887.1,0.0278195,0.00175093
38891.7,0.0278223,0.00175114
38896.1,0.027825,0.00175135
38900.6,0.0278278,0.00175156
38905.2,0.0278306,0.00175177
38909.8,0.0278333,0.00175198
38914.4,0.0278361,0.00175219
38919,0.0278389,0.0017524
38923.4,0.0278417,0.00175261
38928,0.0278444,0.00175281
38932.5,0.0278472,0.00175302
38937,0.02785,0.00175322
38941.5,0.0278528,0.00175344
38945.9,0.0278555,0.00175365
38950.5,0.0278583,0.00175386
38955,0.0278611,0.00175407
38959.5,0.0278638,0.00175428
38964.1,0.0278666,0.00175449
38968.5,0.0278694,0.00175469
38973,0.0278722,0.0017549
38977.7,0.0278749,0.00175511
38982.2,0.0278777,0.00175532
38986.6,0.0278805,0.00175553
38991.3,0.0278833,0.00175573
38995.8,0.027886,0.00175594
39000.3,0.0278888,0.00175615
39004.8,0.0278916,0.00175636
39009.3,0.0278944,0.00175657
39013.7,0.0278971,0.00175677
39018.3,0.0278999,0.00175698
39022.8,0.0279027,0.00175719
39027.3,0.0279054,0.0017574
39031.9,0.0279082,0.00175761
39036.5,0.027911,0.00175781
39041.1,0.0279138,0.00175802
39045.7,0.0279165,0.00175823
39050.3,0.0279193,0.00175844
39054.9,0.0279221,0.00175865
39059.6,0.0279248,0.00175885
39064.2,0.0279276,0.00175906
39068.7,0.0279304,0.00175927
39073.3,0.0279332,0.00175948
39078,0.0279359,0.00175969
39082.6,0.0279387,0.0017599
39087.1,0.0279415,0.0017601
39091.7,0.0279443,0.00176031
39096.3,0.027947,0.00176052
39100.9,0.0279498,0.00176073
39105.4,0.0279526,0.00176094
39110,0.0279553,0.00176114
39114.6,0.0279581,0.00176135
39119.1,0.0279609,0.00176156
39123.6,0.0279636,0.00176177
39128,0.0279664,0.00176198
39132.6,0.0279692,0.00176218
39137.1,0.027972,0.00176239
39141.7,0.0279747,0.0017626
39146.3,0.0279775,0.00176281
39150.8,0.0279803,0.00176302
39155.3,0.0279831,0.00176322
39159.9,0.0279858,0.00176343
39164.5,0.0279886,0.00176364
39169,0.0279914,0.00176385
39173.6,0.0279941,0.00176406
39178.1,0.0279969,0.00176427
39182.7,0.0279997,0.00176448
39187.3,0.0280024,0.00176469
39191.8,0.0280052,0.0017649
39196.4,0.028008,0.00176511
39201,0.0280108,0.00176532
39205.5,0.0280135,0.00176553
39210.1,0.0280163,0.00176574
39214.7,0.0280191,0.00176595
39219.3,0.0280218,0.00176615
39223.9,0.0280246,0.00176636
39228.4,0.0280274,0.00176657
