Simulation Time,used STY,used MDO
88079.7,0.0527765,0.00408021
88085.8,0.0527791,0.00408052
88092.2,0.0527817,0.00408083
88098.5,0.0527844,0.00408113
88104.8,0.052787,0.00408144
88111.2,0.0527896,0.00408175
88117.2,0.0527922,0.00408205
88123.4,0.0527948,0.00408235
88129.7,0.0527974,0.00408266
88135.9,0.0528,0.00408296
88142.1,0.0528026,0.00408327
88148.3,0.0528052,0.00408357
88154.7,0.0528078,0.00408388
88161,0.0528104,0.00408419
88167.3,0.052813,0.00408449
88173.7,0.0528156,0.0040848
88179.9,0.0528182,0.0040851
88186.2,0.0528208,0.00408541
88192.4,0.0528234,0.00408572
88198.7,0.052826,0.00408603
88204.9,0.0528286,0.00408633
88211.2,0.0528313,0.00408664
88217.5,0.0528339,0.00408695
88223.8,0.0528365,0.00408726
88230.1,0.0528391,0.00408756
88236.3,0.0528417,0.00408787
88242.7,0.0528443,0.00408818
88248.9,0.0528469,0.00408848
88255.2,0.0528495,0.00408879
88261.6,0.0528521,0.0040891
88267.9,0.0528547,0.0040894
88274.2,0.0528573,0.0040897
88280.5,0.0528599,0.00409001
88286.8,0.0528625,0.00409032
88293.2,0.0528651,0.00409063
88299.4,0.0528677,0.00409094
88305.7,0.0528703,0.00409124
88311.9,0.0528729,0.00409155
88318.2,0.0528755,0.00409185
88324.5,0.0528781,0.00409215
88330.8,0.0528807,0.00409246
88337.1,0.0528833,0.00409276
88343.5,0.052886,0.00409307
88349.7,0.0528886,0.00409337
88356,0.0528912,0.00409368
88362.3,0.0528938,0.00409399
88368.5,0.0528964,0.00409429
88374.8,0.052899,0.0040946
88381.1,0.0529016,0.0040949
88387.4,0.0529042,0.00409521
88393.7,0.0529068,0.00409552
88400,0.0529094,0.00409583
88406.3,0.052912,0.00409614
88412.6,0.0529146,0.00409644
88418.9,0.0529172,0.00409675
88425.2,0.0529198,0.00409706
88431.6,0.0529224,0.00409736
88437.8,0.052925,0.00409767
88444.1,0.0529276,0.00409797
88450.4,0.0529302,0.00409827
88456.7,0.0529328,0.00409858
88462.8,0.0529354,0.00409889
88469.3,0.052938,0.0040992
88475.6,0.0529406,0.0040995
88482,0.0529433,0.00409981
88488.3,0.0529459,0.00410011
88494.6,0.0529485,0.00410042
88500.8,0.0529511,0.00410072
88507,0.0529537,0.00410103
88513.1,0.0529563,0.00410133
88519.4,0.0529589,0.00410163
88525.8,0.0529615,0.00410193
88532.1,0.0529641,0.00410224
88538.5,0.0529667,0.00410255
88544.6,0.0529693,0.00410286
88551,0.0529719,0.00410316
88557.3,0.0529745,0.00410347
88563.5,0.0529771,0.00410378
88569.7,0.0529797,0.00410408
88575.9,0.0529823,0.00410439
88582.2,0.0529849,0.00410469
88588.5,0.0529875,0.00410499
88594.9,0.0529902,0.00410529
88601.2,0.0529928,0.00410561
88607.4,0.0529954,0.00410591
88613.7,0.052998,0.00410622
88619.9,0.0530006,0.00410653
88626.2,0.0530032,0.00410683
88632.6,0.0530058,0.00410714
88639,0.0530084,0.00410745
88645.2,0.053011,0.00410775
88651.4,0.0530136,0.00410806
88657.7,0.0530162,0.00410837
88663.9,0.0530188,0.00410868
88670.2,0.0530214,0.00410898
88676.4,0.053024,0.00410929
88682.7,0.0530266,0.0041096
88689.1,0.0530292,0.0041099
88695.4,0.0530318,0.00411021
88701.7,0.0530344,0.00411052
88708,0.053037,0.00411082
88714.4,0.0530396,0.00411113
88720.6,0.0530422,0.00411144
88726.9,0.0530448,0.00411175
88733.5,0.0530474,0.00411205
88739.8,0.0530501,0.00411236
88746.1,0.0530527,0.00411267
88752.4,0.0530553,0.00411297
88758.8,0.0530579,0.00411328
88765.1,0.0530605,0.00411358
88771.5,0.0530631,0.00411389
88777.7,0.0530657,0.00411419
88783.9,0.0530683,0.0041145
88790.2,0.0530709,0.00411481
88796.6,0.0530735,0.00411511
88802.9,0.0530761,0.00411542
88809.1,0.0530787,0.00411573
88815.3,0.0530813,0.00411603
88821.6,0.0530839,0.00411634
88828,0.0530865,0.00411665
88834.4,0.0530891,0.00411695
88840.7,0.0530917,0.00411726
88847,0.0530943,0.00411757
88853.2,0.0530969,0.00411788
88859.6,0.0530995,0.00411819
88865.9,0.0531021,0.00411849
88872.2,0.0531047,0.0041188
88878.5,0.0531073,0.00411911
88884.8,0.05311,0.00411942
88891.1,0.0531126,0.00411972
88897.4,0.0531152,0.00412003
88903.7,0.0531178,0.00412034
88909.9,0.0531204,0.00412065
88916.1,0.053123,0.00412096
88922.3,0.0531256,0.00412127
88928.6,0.0531282,0.00412158
88935,0.0531308,0.00412189
88941.4,0.0531334,0.0041222
88947.7,0.053136,0.0041225
88954,0.0531386,0.00412281
88960.3,0.0531412,0.00412312
88966.7,0.0531438,0.00412343
88973,0.0531464,0.00412373
88979.4,0.053149,0.00412404
88985.7,0.0531516,0.00412435
88992,0.0531542,0.00412466
88998.3,0.0531568,0.00412497
89004.6,0.0531594,0.00412527
89010.9,0.053162,0.00412558
89017.3,0.0531646,0.00412588
89023.5,0.0531672,0.00412619
89029.8,0.0531698,0.0041265
89036.1,0.0531724,0.00412681
89042.4,0.053175,0.00412712
89048.8,0.0531776,0.00412743
89055.2,0.0531802,0.00412773
89061.6,0.0531828,0.00412804
89067.9,0.0531854,0.00412835
89074.2,0.053188,0.00412866
89080.5,0.0531907,0.00412896
89087,0.0531933,0.00412927
89093.4,0.0531959,0.00412957
89099.6,0.0531985,0.00412988
89106,0.0532011,0.00413019
89112.4,0.0532037,0.0041305
89118.6,0.0532063,0.00413081
89124.9,0.0532089,0.00413111
89131.3,0.0532115,0.00413142
89137.5,0.0532141,0.00413173
89143.9,0.0532167,0.00413204
89150.2,0.0532193,0.00413235
89156.6,0.0532219,0.00413266
89162.9,0.0532245,0.00413297
89169.2,0.0532271,0.00413327
89175.5,0.0532297,0.00413358
89181.9,0.0532323,0.00413389
89188.2,0.0532349,0.00413419
89194.5,0.0532375,0.0041345
89200.9,0.0532401,0.00413481
89207.2,0.0532427,0.00413512
89213.4,0.0532453,0.00413543
89219.7,0.0532479,0.00413573
89226,0.0532505,0.00413604
89232.3,0.0532531,0.00413634
89238.6,0.0532557,0.00413666
89244.9,0.0532583,0.00413697
89251.1,0.0532609,0.00413729
89257.5,0.0532635,0.00413759
89263.6,0.0532661,0.00413791
89269.9,0.0532687,0.00413822
89276.2,0.0532713,0.00413852
89282.5,0.0532739,0.00413883
89288.8,0.0532765,0.00413914
89295,0.0532791,0.00413945
89301.4,0.0532817,0.00413976
89307.8,0.0532843,0.00414007
89314.1,0.0532869,0.00414038
89320.5,0.0532895,0.00414069
89326.8,0.0532921,0.004141
89333.1,0.0532947,0.00414131
89339.4,0.0532973,0.00414162
89345.8,0.0532999,0.00414192
89352.1,0.0533025,0.00414223
89358.6,0.0533051,0.00414254
89364.8,0.0533077,0.00414285
89371,0.0533103,0.00414315
89377.3,0.0533129,0.00414346
89383.6,0.0533155,0.00414376
89390,0.0533181,0.00414407
89396.3,0.0533207,0.00414438
89402.6,0.0533233,0.00414469
89408.9,0.0533259,0.004145
89415.2,0.0533285,0.00414531
89421.5,0.0533311,0.00414562
89427.8,0.0533337,0.00414593
89434.1,0.0533363,0.00414624
89440.4,0.0533389,0.00414655
89446.7,0.0533415,0.00414685
89453.1,0.0533441,0.00414716
89459.5,0.0533467,0.00414747
89465.8,0.0533493,0.00414777
89472.2,0.0533519,0.00414809
89478.5,0.0533545,0.0041484
89484.9,0.0533571,0.0041487
89491.2,0.0533597,0.00414902
89497.5,0.0533623,0.00414932
89503.9,0.0533649,0.00414963
89510.2,0.0533675,0.00414994
89516.5,0.0533701,0.00415025
89522.9,0.0533727,0.00415056
89529.2,0.0533753,0.00415088
89535.6,0.0533779,0.00415119
89541.9,0.0533805,0.0041515
89548.2,0.0533831,0.00415181
89554.6,0.0533857,0.00415212
89560.8,0.0533883,0.00415242
89567.1,0.0533909,0.00415273
89573.5,0.0533935,0.00415304
89579.8,0.0533961,0.00415335
89586.3,0.0533987,0.00415367
89592.7,0.0534013,0.00415397
89599,0.0534039,0.00415428
89605.4,0.0534065,0.00415459
89611.9,0.0534091,0.0041549
89618.2,0.0534117,0.0041552
89624.7,0.0534143,0.00415551
89631,0.0534169,0.00415582
89637.5,0.0534195,0.00415613
89643.8,0.0534221,0.00415644
89650,0.0534247,0.00415675
89656.2,0.0534273,0.00415705
89662.6,0.0534299,0.00415737
89668.9,0.0534325,0.00415767
89675.3,0.0534351,0.00415798
89681.7,0.0534377,0.00415828
89687.9,0.0534403,0.00415859
89694.2,0.0534429,0.00415891
89700.4,0.0534455,0.00415922
89706.8,0.0534481,0.00415953
89713.1,0.0534507,0.00415984
89719.4,0.0534533,0.00416015
89725.7,0.0534559,0.00416046
89732,0.0534585,0.00416076
89738.4,0.0534611,0.00416108
89744.7,0.0534637,0.00416138
89750.9,0.0534663,0.00416169
89757.2,0.0534689,0.004162
89763.7,0.0534715,0.00416231
89770.1,0.0534741,0.00416262
89776.5,0.0534767,0.00416293
89782.7,0.0534793,0.00416324
89789.1,0.0534819,0.00416355
89795.5,0.0534845,0.00416386
89801.9,0.0534871,0.00416416
89808,0.0534897,0.00416447
89814.3,0.0534923,0.00416478
89820.6,0.0534949,0.00416509
89827,0.0534975,0.0041654
89833.2,0.0535001,0.00416571
89839.4,0.0535027,0.00416602
89845.7,0.0535053,0.00416633
89852.1,0.0535079,0.00416664
89858.4,0.0535105,0.00416695
89864.8,0.0535131,0.00416727
89871.2,0.0535157,0.00416757
89877.5,0.0535183,0.00416788
89883.8,0.0535209,0.00416819
89890.2,0.0535235,0.0041685
89896.7,0.0535261,0.00416881
89903.2,0.0535287,0.00416912
89909.5,0.0535313,0.00416943
89915.9,0.0535339,0.00416974
89922.2,0.0535365,0.00417005
89928.5,0.0535391,0.00417036
89934.8,0.0535417,0.00417067
89941,0.0535443,0.00417098
89947.5,0.0535469,0.00417129
89953.8,0.0535495,0.0041716
89960.2,0.0535521,0.0041719
89966.5,0.0535547,0.00417221
89972.9,0.0535573,0.00417252
89979.3,0.0535599,0.00417282
89985.5,0.0535625,0.00417313
89991.8,0.0535651,0.00417344
89998.1,0.0535677,0.00417375
90004.4,0.0535703,0.00417406
90010.7,0.0535729,0.00417437
90017,0.0535755,0.00417468
90023.5,0.0535781,0.00417499
90029.8,0.0535807,0.0041753
90036.1,0.0535833,0.00417561
90042.4,0.0535859,0.00417592
90048.7,0.0535884,0.00417624
90055,0.053591,0.00417655
90061.4,0.0535936,0.00417686
90067.7,0.0535962,0.00417717
90074.1,0.0535988,0.00417747
90080.5,0.0536014,0.00417779
90086.9,0.053604,0.0041781
90093.2,0.0536066,0.00417841
90099.5,0.0536092,0.00417872
90105.9,0.0536118,0.00417902
90112.2,0.0536144,0.00417934
90118.5,0.053617,0.00417965
90124.9,0.0536196,0.00417996
90131.3,0.0536222,0.00418027
90137.5,0.0536248,0.00418058
90143.8,0.0536274,0.00418089
90150.1,0.05363,0.0041812
90156.4,0.0536326,0.0041815
90162.7,0.0536352,0.00418181
90169.1,0.0536378,0.00418212
90175.4,0.0536404,0.00418243
90181.7,0.053643,0.00418274
90187.9,0.0536456,0.00418304
90194.2,0.0536482,0.00418335
90200.5,0.0536508,0.00418366
90206.9,0.0536534,0.00418398
90213.3,0.053656,0.00418429
90219.7,0.0536586,0.0041846
90226.1,0.0536612,0.00418491
90232.5,0.0536638,0.00418523
90238.9,0.0536664,0.00418554
90245.4,0.053669,0.00418585
90251.7,0.0536716,0.00418616
90258.2,0.0536742,0.00418646
90264.5,0.0536768,0.00418677
90270.8,0.0536794,0.00418708
90277.4,0.053682,0.00418739
90283.7,0.0536846,0.0041877
90290.1,0.0536872,0.00418801
90296.3,0.0536898,0.00418832
90302.6,0.0536924,0.00418863
90308.8,0.053695,0.00418893
90315.2,0.0536976,0.00418925
90321.5,0.0537002,0.00418956
90327.9,0.0537028,0.00418987
90334.2,0.0537054,0.00419018
90340.5,0.053708,0.00419049
90347,0.0537106,0.0041908
90353.4,0.0537132,0.00419112
90359.9,0.0537158,0.00419143
90366.1,0.0537184,0.00419174
90372.4,0.053721,0.00419205
90378.8,0.0537236,0.00419236
90385.1,0.0537262,0.00419267
90391.5,0.0537288,0.00419298
90397.9,0.0537314,0.00419329
90404.3,0.0537339,0.00419361
90410.7,0.0537365,0.00419392
90417.2,0.0537391,0.00419423
90423.4,0.0537417,0.00419455
90429.8,0.0537443,0.00419486
90436.1,0.0537469,0.00419517
90442.5,0.0537495,0.00419548
90448.8,0.0537521,0.00419579
90455.2,0.0537547,0.0041961
90461.5,0.0537573,0.00419642
90467.8,0.0537599,0.00419673
90474.2,0.0537625,0.00419704
90480.6,0.0537651,0.00419735
90487,0.0537677,0.00419766
90493.5,0.0537703,0.00419797
90499.7,0.0537729,0.00419828
90506,0.0537755,0.0041986
90512.2,0.0537781,0.00419891
90518.6,0.0537807,0.00419922
90525,0.0537833,0.00419954
90531.4,0.0537859,0.00419985
90537.7,0.0537885,0.00420016
90544.1,0.0537911,0.00420048
90550.5,0.0537937,0.00420078
90556.9,0.0537962,0.0042011
90563.2,0.0537988,0.00420141
90569.6,0.0538014,0.00420172
90575.9,0.053804,0.00420203
90582.4,0.0538066,0.00420234
90588.8,0.0538092,0.00420265
90595.2,0.0538118,0.00420296
90601.5,0.0538144,0.00420327
90607.9,0.053817,0.00420359
90614.3,0.0538196,0.0042039
90620.6,0.0538222,0.00420421
90627.1,0.0538248,0.00420452
90633.4,0.0538274,0.00420483
90639.7,0.05383,0.00420514
90646.1,0.0538326,0.00420546
90652.4,0.0538352,0.00420577
90658.7,0.0538378,0.00420608
90665,0.0538404,0.00420639
90671.2,0.053843,0.0042067
90677.5,0.0538456,0.00420701
90683.9,0.0538482,0.00420732
90690.2,0.0538508,0.00420763
90696.6,0.0538534,0.00420794
90702.9,0.053856,0.00420825
90709.3,0.0538586,0.00420856
90715.7,0.0538612,0.00420888
90722.1,0.0538637,0.00420919
90728.4,0.0538664,0.00420949
90734.7,0.0538689,0.00420981
90741,0.0538715,0.00421012
90747.4,0.0538741,0.00421043
90753.8,0.0538767,0.00421074
90760.1,0.0538793,0.00421105
90766.5,0.0538819,0.00421136
90772.9,0.0538845,0.00421168
90779.3,0.0538871,0.00421199
90785.8,0.0538897,0.00421231
90792.1,0.0538923,0.00421262
90798.5,0.0538949,0.00421293
90804.9,0.0538975,0.00421324
90811.3,0.0539001,0.00421355
90817.7,0.0539027,0.00421386
90824.2,0.0539053,0.00421417
90830.5,0.0539079,0.00421449
90836.8,0.0539105,0.0042148
90843.2,0.0539131,0.00421511
90849.6,0.0539157,0.00421542
90856,0.0539183,0.00421573
90862.4,0.0539209,0.00421604
90868.8,0.0539235,0.00421635
90875.1,0.0539261,0.00421666
90881.4,0.0539287,0.00421697
90887.7,0.0539313,0.00421729
90894.1,0.0539339,0.0042176
90900.4,0.0539365,0.00421791
90906.8,0.053939,0.00421822
90913.1,0.0539416,0.00421854
90919.4,0.0539442,0.00421885
90925.7,0.0539468,0.00421916
90932.1,0.0539494,0.00421947
90938.5,0.053952,0.00421978
90945,0.0539546,0.00422009
90951.3,0.0539572,0.00422041
90957.5,0.0539598,0.00422072
90963.9,0.0539624,0.00422103
90970.2,0.053965,0.00422134
90976.6,0.0539676,0.00422165
90983.1,0.0539702,0.00422197
90989.5,0.0539728,0.00422228
90995.9,0.0539754,0.00422259
91002.3,0.053978,0.00422291
91008.7,0.0539806,0.00422322
91015.1,0.0539832,0.00422353
91021.5,0.0539858,0.00422384
91027.8,0.0539884,0.00422416
91034.2,0.053991,0.00422447
91040.6,0.0539936,0.00422478
91047,0.0539962,0.00422509
91053.4,0.0539988,0.0042254
91059.8,0.0540013,0.00422571
91066.2,0.0540039,0.00422603
91072.4,0.0540065,0.00422634
91078.9,0.0540091,0.00422665
91085.2,0.0540117,0.00422697
91091.6,0.0540143,0.00422727
91098,0.0540169,0.00422758
91104.3,0.0540195,0.0042279
91110.8,0.0540221,0.00422821
91117.2,0.0540247,0.00422852
91123.5,0.0540273,0.00422884
91130,0.0540299,0.00422915
91136.4,0.0540325,0.00422947
91142.9,0.0540351,0.00422978
91149.3,0.0540377,0.00423009
91155.6,0.0540403,0.00423041
91162,0.0540428,0.00423073
91168.4,0.0540454,0.00423104
91174.8,0.054048,0.00423135
91181,0.0540506,0.00423166
91187.2,0.0540532,0.00423198
91193.5,0.0540558,0.00423229
91199.9,0.0540584,0.00423261
91206.3,0.054061,0.00423292
91212.6,0.0540636,0.00423323
91219,0.0540662,0.00423355
91225.5,0.0540688,0.00423387
91231.9,0.0540714,0.00423418
91238.2,0.054074,0.00423449
91244.5,0.0540765,0.00423481
91251,0.0540791,0.00423512
91257.4,0.0540817,0.00423543
91263.7,0.0540843,0.00423575
91270.1,0.0540869,0.00423606
91276.5,0.0540895,0.00423637
91282.9,0.0540921,0.00423668
91289.4,0.0540947,0.004237
91295.7,0.0540973,0.00423731
91302.3,0.0540999,0.00423763
91308.6,0.0541025,0.00423794
91315,0.0541051,0.00423826
91321.3,0.0541077,0.00423857
91327.8,0.0541103,0.00423888
91334.4,0.0541128,0.00423919
91340.5,0.0541154,0.00423951
91346.9,0.054118,0.00423982
91353.3,0.0541206,0.00424013
91359.7,0.0541232,0.00424045
91366.2,0.0541258,0.00424076
91372.7,0.0541284,0.00424107
91379.1,0.054131,0.00424138
91385.5,0.0541336,0.00424169
91391.8,0.0541362,0.004242
91398.2,0.0541388,0.00424231
91404.5,0.0541414,0.00424263
91410.9,0.054144,0.00424294
91417.2,0.0541466,0.00424325
91423.4,0.0541492,0.00424357
91429.8,0.0541518,0.00424388
91436.4,0.0541544,0.00424419
91442.8,0.054157,0.0042445
91449.3,0.0541595,0.00424482
91455.6,0.0541621,0.00424514
91462.1,0.0541647,0.00424545
91468.6,0.0541673,0.00424577
91475,0.0541699,0.00424608
91481.5,0.0541725,0.00424639
91487.9,0.0541751,0.0042467
91494.3,0.0541777,0.00424702
91500.7,0.0541803,0.00424733
91507,0.0541829,0.00424764
91513.3,0.0541855,0.00424795
91519.8,0.054188,0.00424826
91526.2,0.0541906,0.00424857
91532.6,0.0541932,0.00424889
91539,0.0541958,0.0042492
91545.4,0.0541984,0.00424951
91551.8,0.054201,0.00424983
91558.3,0.0542036,0.00425015
91564.7,0.0542062,0.00425047
91571.1,0.0542088,0.00425078
91577.4,0.0542114,0.0042511
91584,0.054214,0.00425142
91590.3,0.0542165,0.00425174
91596.7,0.0542191,0.00425205
91603.1,0.0542217,0.00425237
91609.6,0.0542243,0.00425268
91616,0.0542269,0.00425299
91622.4,0.0542295,0.00425331
91628.7,0.0542321,0.00425362
91635.2,0.0542347,0.00425393
91641.5,0.0542373,0.00425425
91648,0.0542399,0.00425456
91654.3,0.0542425,0.00425488
91660.8,0.054245,0.00425519
91667.2,0.0542476,0.00425551
91673.7,0.0542502,0.00425583
91680.1,0.0542528,0.00425614
91686.5,0.0542554,0.00425645
91692.9,0.054258,0.00425676
91699.3,0.0542606,0.00425708
91705.8,0.0542632,0.0042574
91712.3,0.0542658,0.00425771
91718.7,0.0542684,0.00425802
91725.1,0.054271,0.00425833
91731.5,0.0542735,0.00425865
91737.9,0.0542761,0.00425896
91744.5,0.0542787,0.00425927
91751,0.0542813,0.00425959
91757.3,0.0542839,0.0042599
91763.7,0.0542865,0.00426021
91770,0.0542891,0.00426053
91776.4,0.0542917,0.00426085
91782.5,0.0542943,0.00426116
91789,0.0542969,0.00426147
91795.3,0.0542994,0.00426179
91801.7,0.054302,0.0042621
91808,0.0543046,0.00426241
91814.5,0.0543072,0.00426273
91821,0.0543098,0.00426304
91827.4,0.0543124,0.00426335
91833.9,0.054315,0.00426367
91840.4,0.0543176,0.00426399
91846.7,0.0543202,0.0042643
91853.2,0.0543228,0.00426461
91859.7,0.0543254,0.00426493
91866.1,0.054328,0.00426524
91872.5,0.0543305,0.00426556
91878.9,0.0543331,0.00426588
91885.4,0.0543357,0.00426619
91892,0.0543383,0.00426651
91898.4,0.0543409,0.00426682
91904.9,0.0543435,0.00426714
91911.3,0.0543461,0.00426745
91917.8,0.0543487,0.00426776
91924.2,0.0543513,0.00426808
91930.5,0.0543539,0.00426839
91937.1,0.0543565,0.00426871
91943.6,0.054359,0.00426903
91950.2,0.0543616,0.00426934
91956.6,0.0543642,0.00426966
91963,0.0543668,0.00426998
91969.4,0.0543694,0.00427029
91975.8,0.054372,0.00427061
91982.2,0.0543746,0.00427092
91988.7,0.0543772,0.00427124
91995.1,0.0543798,0.00427156
92001.5,0.0543823,0.00427188
92008,0.0543849,0.00427219
92014.5,0.0543875,0.00427251
92020.9,0.0543901,0.00427282
92027.3,0.0543927,0.00427313
92033.8,0.0543953,0.00427345
92040.2,0.0543979,0.00427377
92046.7,0.0544005,0.00427408
92053,0.054403,0.0042744
92059.3,0.0544056,0.00427471
92065.7,0.0544082,0.00427503
92072.3,0.0544108,0.00427534
92078.7,0.0544134,0.00427566
92085,0.054416,0.00427597
92091.4,0.0544186,0.00427629
92097.9,0.0544212,0.0042766
92104.4,0.0544238,0.00427692
92110.9,0.0544264,0.00427723
92117.4,0.0544289,0.00427755
92123.9,0.0544315,0.00427787
92130.3,0.0544341,0.00427819
92136.7,0.0544367,0.0042785
92143.1,0.0544393,0.00427882
92149.4,0.0544419,0.00427913
92155.9,0.0544445,0.00427945
92162.3,0.0544471,0.00427977
92168.7,0.0544497,0.00428008
92175.2,0.0544522,0.0042804
92181.6,0.0544548,0.00428071
92188,0.0544574,0.00428102
92194.5,0.05446,0.00428134
92200.9,0.0544626,0.00428165
92207.3,0.0544652,0.00428197
92213.7,0.0544678,0.00428229
92220.2,0.0544704,0.0042826
92226.7,0.054473,0.00428291
92233.2,0.0544755,0.00428323
92239.7,0.0544781,0.00428355
92246.2,0.0544807,0.00428386
92252.4,0.0544833,0.00428418
92258.8,0.0544859,0.0042845
92265.1,0.0544885,0.00428482
92271.5,0.0544911,0.00428513
92277.9,0.0544936,0.00428545
92284.4,0.0544962,0.00428577
92290.9,0.0544988,0.00428609
92297.3,0.0545014,0.0042864
92303.6,0.054504,0.00428672
92310,0.0545066,0.00428704
92316.3,0.0545092,0.00428736
92322.8,0.0545118,0.00428767
92329.2,0.0545143,0.00428799
92335.7,0.0545169,0.0042883
92342.2,0.0545195,0.00428861
92348.6,0.0545221,0.00428892
92355.1,0.0545247,0.00428924
92361.6,0.0545273,0.00428956
92368.1,0.0545299,0.00428988
92374.6,0.0545325,0.0042902
92381.1,0.0545351,0.00429051
92387.5,0.0545376,0.00429083
92393.8,0.0545402,0.00429114
92400.2,0.0545428,0.00429145
92406.6,0.0545454,0.00429177
92413.1,0.054548,0.00429208
92419.6,0.0545506,0.00429239
92426.1,0.0545532,0.00429271
92432.6,0.0545558,0.00429303
92438.9,0.0545584,0.00429335
92445.3,0.054561,0.00429367
92451.9,0.0545635,0.00429398
92458.2,0.0545661,0.0042943
92464.5,0.0545687,0.00429461
92470.9,0.0545713,0.00429493
92477.5,0.0545739,0.00429525
92484,0.0545765,0.00429557
92490.4,0.0545791,0.00429589
92496.8,0.0545816,0.0042962
92503.3,0.0545842,0.00429652
92509.8,0.0545868,0.00429683
92516.3,0.0545894,0.00429715
92522.6,0.054592,0.00429747
92529.1,0.0545946,0.00429779
92535.5,0.0545972,0.0042981
92541.9,0.0545998,0.00429842
92548.3,0.0546024,0.00429873
92554.7,0.0546049,0.00429905
92561.1,0.0546075,0.00429937
92567.5,0.0546101,0.00429969
92574,0.0546127,0.00430001
92580.5,0.0546153,0.00430033
92586.9,0.0546179,0.00430065
92593.5,0.0546204,0.00430097
92599.9,0.054623,0.00430128
92606.4,0.0546256,0.0043016
92612.7,0.0546282,0.00430192
92619.2,0.0546308,0.00430223
92625.5,0.0546334,0.00430255
92632.1,0.054636,0.00430286
92638.6,0.0546386,0.00430318
92645.1,0.0546411,0.0043035
92651.4,0.0546437,0.00430381
92657.9,0.0546463,0.00430413
92664.4,0.0546489,0.00430445
92670.9,0.0546515,0.00430476
92677.4,0.0546541,0.00430508
92683.9,0.0546567,0.0043054
92690.3,0.0546593,0.00430571
92696.7,0.0546619,0.00430602
92703.3,0.0546644,0.00430634
92709.8,0.054667,0.00430665
92716.2,0.0546696,0.00430697
92722.7,0.0546722,0.00430728
92729.1,0.0546748,0.0043076
92735.5,0.0546774,0.00430792
92741.9,0.05468,0.00430824
92748.3,0.0546826,0.00430855
92754.7,0.0546851,0.00430887
92761,0.0546877,0.00430919
92767.5,0.0546903,0.0043095
92773.9,0.0546929,0.00430982
92780.4,0.0546955,0.00431014
92786.8,0.0546981,0.00431045
92793.2,0.0547007,0.00431076
92799.7,0.0547033,0.00431108
92806.1,0.0547058,0.0043114
92812.5,0.0547084,0.00431172
92819,0.054711,0.00431203
92825.6,0.0547136,0.00431235
92832.2,0.0547162,0.00431267
92838.6,0.0547188,0.00431298
92845.1,0.0547214,0.0043133
92851.5,0.054724,0.00431361
92857.9,0.0547266,0.00431393
92864.3,0.0547291,0.00431425
92870.7,0.0547317,0.00431457
92877.3,0.0547343,0.00431488
92883.6,0.0547369,0.0043152
92890.1,0.0547395,0.00431552
92896.6,0.0547421,0.00431584
92903,0.0547447,0.00431616
92909.4,0.0547472,0.00431647
92915.9,0.0547498,0.00431678
92922.3,0.0547524,0.0043171
92928.7,0.054755,0.00431741
92935.1,0.0547576,0.00431773
92941.5,0.0547602,0.00431805
92948.1,0.0547628,0.00431836
92954.5,0.0547654,0.00431868
92961,0.0547679,0.004319
92967.4,0.0547705,0.00431932
92973.7,0.0547731,0.00431964
92980.2,0.0547757,0.00431996
92986.6,0.0547783,0.00432027
92993.1,0.0547809,0.00432059
92999.6,0.0547834,0.00432091
93006.1,0.054786,0.00432123
93012.5,0.0547886,0.00432154
93019,0.0547912,0.00432186
93025.4,0.0547938,0.00432218
93031.8,0.0547964,0.00432249
93038.4,0.054799,0.00432281
93044.8,0.0548016,0.00432313
93051.2,0.0548041,0.00432345
93057.7,0.0548067,0.00432376
93064.3,0.0548093,0.00432409
93070.7,0.0548119,0.0043244
93077.1,0.0548145,0.00432472
93083.4,0.0548171,0.00432504
93089.9,0.0548197,0.00432535
93096.3,0.0548222,0.00432567
93102.8,0.0548248,0.00432599
93109.3,0.0548274,0.00432631
93115.7,0.05483,0.00432662
93122.2,0.0548326,0.00432694
93128.6,0.0548352,0.00432726
93134.9,0.0548377,0.00432758
93141.3,0.0548403,0.0043279
93147.7,0.0548429,0.00432821
93154.2,0.0548455,0.00432854
93160.7,0.0548481,0.00432885
93167.2,0.0548507,0.00432917
93173.6,0.0548533,0.00432949
93180,0.0548558,0.0043298
93186.5,0.0548584,0.00433012
93193.1,0.054861,0.00433044
93199.7,0.0548636,0.00433077
93206.2,0.0548662,0.00433108
93212.5,0.0548688,0.00433141
93219,0.0548714,0.00433172
93225.4,0.0548739,0.00433204
93231.8,0.0548765,0.00433236
93238.5,0.0548791,0.00433268
93245.1,0.0548817,0.004333
93251.6,0.0548843,0.00433332
93258.2,0.0548868,0.00433364
93264.7,0.0548894,0.00433395
93271.1,0.054892,0.00433428
93277.7,0.0548946,0.0043346
93284.3,0.0548972,0.00433492
93290.8,0.0548998,0.00433523
93297.3,0.0549024,0.00433555
93303.9,0.0549049,0.00433587
93310.3,0.0549075,0.00433619
93316.7,0.0549101,0.0043365
93323.3,0.0549127,0.00433682
93329.8,0.0549153,0.00433714
93336.2,0.0549179,0.00433746
93342.8,0.0549204,0.00433778
93349.2,0.054923,0.0043381
93355.8,0.0549256,0.00433842
93362.2,0.0549282,0.00433874
93368.7,0.0549308,0.00433905
93375.2,0.0549334,0.00433937
93381.7,0.054936,0.00433969
93388.2,0.0549385,0.00434001
93394.6,0.0549411,0.00434033
93401.1,0.0549437,0.00434065
